customer_id,segment,clv,acquisition_channel,region,acquisition_date
18107,retail,,Referral,EIRE,2009-08-06
14774,Corporate,14584.29,Online,UK,2009-04-23
16671,Corporate,14263.64,Referral,UK,2009-08-28
17138,Retail,926.17,Direct Sales,Germany,2009-04-22
14048,retail,602.75,Online,UK,2009-07-26
14811,corporate,6728.43,Referral,UK,2009-02-06
18119,Corporate,2524.23,Online,UK,2009-05-07
13452,Retail,,Trade Show,Germany,2009-04-26
18116,Retail,1101.81,Partner,,2009-11-30
16922,Retail,355.01,Partner,Netherlands,2009-12-25
15954,Corporate,5502.71,Referral,UK,2009-04-10
16458,Retail,1148.45,Direct Sales,UK,2009-02-24
14403,corporate,5483.96,Direct Sales,EIRE,2009-01-05
16271,Retail,1181.7,Direct Sales,Other Europe,2009-05-19
17434,Retail,857.41,Trade Show,UK,2009-05-27
12551,Corporate,2760.98,Online,UK,2009-05-26
16167,retail,598.95,Referral,Other Europe,2009-12-29
18192,Wholesale,3830.35,Trade Show,France,2009-01-01
15077,Retail,458.06,Direct Sales,UK,2009-09-03
14718,Retail,197.42,Referral,Netherlands,2009-07-01
17483,retail,842.96,Direct Sales,UK,2009-02-13
17080,Corporate,8539.94,Referral,France,2009-07-16
14588,Retail,411.78,Direct Sales,UK,2009-03-15
17690,Wholesale,1010.74,Partner,France,2009-10-03
18184,Wholesale,2051.78,Online,UK,2009-02-05
12466,Corporate,3706.74,Referral,UK,2009-12-25
14975,Retail,798.2,Online,,2009-10-05
17536,Wholesale,3363.52,Referral,UK,2009-05-04
13456,Corporate,2254.94,Direct Sales,UK,2009-09-24
14052,Retail,222.86,Online,Netherlands,2009-08-02
17751,retail,844.22,Online,France,2009-02-27
18174,Corporate,5915.28,Referral,Netherlands,2009-07-08
14132,Retail,98.16,Direct Sales,UK,2009-01-09
13253,Retail,979.51,Online,UK,2009-02-12
13879,Retail,715.57,Online,,2009-03-18
12887,Retail,1176.69,Online,EIRE,2009-04-01
15512,Retail,851.74,Referral,UK,2009-07-10
18013,Retail,238.81,Online,,2009-02-23
18187,Corporate,9740.39,Online,,2009-10-06
17299,Retail,975.03,Referral,UK,2009-07-10
17050,Retail,1158.24,Online,UK,2009-04-28
15912,Corporate,9156.91,Referral,UK,2009-08-10
12636,Corporate,4944.78,Online,France,2009-04-18
17266,Retail,825.44,Direct Sales,UK,2009-04-28
15342,Corporate,12568.07,Trade Show,France,2009-03-13
12684,corporate,4289.16,Online,Netherlands,2009-03-13
15742,Retail,152.89,Online,France,2009-11-17
14004,Retail,871.24,Online,Netherlands,2009-04-10
17854,Retail,1151.64,Online,UK,2009-07-03
15648,Retail,735.61,Online,,2009-11-15
12550,Corporate,3657.5,Partner,UK,2009-03-02
12402,Corporate,2714.56,Referral,UK,2009-04-20
15571,Retail,857.0,Trade Show,UK,2009-04-02
16714,Wholesale,1298.3,Referral,UK,2009-12-22
16863,Corporate,13593.66,Referral,EIRE,2009-05-05
15091,Retail,871.97,Referral,Germany,2009-03-17
13796,Retail,1153.53,Direct Sales,EIRE,2009-12-23
15120,Retail,883.65,Online,UK,2009-03-11
13783,Retail,951.03,Partner,France,2009-04-10
14851,Retail,645.72,Online,UK,2009-09-01
16578,Corporate,3681.95,Direct Sales,UK,2009-11-05
13551,Retail,706.88,Referral,Netherlands,2009-03-23
14941,Retail,284.04,Direct Sales,UK,2009-06-24
16238,Retail,818.22,Direct Sales,UK,2009-11-04
16993,Retail,181.95,Referral,UK,2009-11-07
17742,Retail,827.2,Partner,UK,2009-10-05
17667,Retail,,Online,UK,2009-04-24
16218,retail,862.82,Trade Show,UK,2009-07-27
15859,Retail,,Online,France,2009-01-20
14948,Corporate,11672.64,Online,UK,2009-12-05
14800,Retail,815.65,Online,Germany,2009-07-09
15613,Retail,,Online,UK,2009-02-23
14404,Wholesale,3905.77,Referral,Germany,2009-11-17
12908,Retail,322.23,Online,UK,2009-04-13
14046,Corporate,2048.36,Online,Other Europe,2009-12-14
17095,Retail,633.92,Online,UK,2009-06-24
16370,Corporate,2156.91,Online,France,2009-06-22
12900,Corporate,4745.71,Online,Netherlands,2009-05-29
15137,Corporate,12367.68,Partner,,2009-08-13
13770,Retail,531.15,Trade Show,UK,2009-02-22
17601,Retail,835.53,Online,UK,2009-08-04
15072,Corporate,2915.99,Online,UK,2009-05-10
16274,corporate,14362.24,Partner,UK,2009-09-25
16634,Corporate,6347.75,Online,Germany,2009-01-27
14365,Wholesale,2672.47,Trade Show,Germany,2009-04-23
17705,retail,358.53,Referral,Other Europe,2009-09-21
13665,Retail,,Partner,France,2009-01-29
15532,Retail,558.13,Referral,Netherlands,2009-11-06
13712,Retail,110.12,Direct Sales,UK,2009-07-21
14728,Corporate,,Referral,France,2009-07-11
15224,RETAIL,1173.88,Referral,UK,2009-01-24
13646,Wholesale,1027.0,Direct Sales,UK,2009-01-14
17539,Corporate,,Online,UK,2009-02-04
14782,Corporate,,Partner,UK,2009-09-16
14571,Corporate,8602.67,Online,UK,2009-12-05
14738,Corporate,6395.1,Online,Germany,2009-08-26
16259,Retail,1138.11,Referral,UK,2009-06-19
15395,Wholesale,3415.51,Partner,UK,2009-04-06
16570,Wholesale,2590.87,Referral,UK,2009-01-30
16558,Retail,107.98,Online,UK,2009-10-29
15944,Corporate,12514.74,Online,UK,2009-03-23
14138,Retail,139.98,Online,France,2009-09-26
13286,Retail,950.16,Direct Sales,UK,2009-07-22
16043,Retail,1106.03,Online,France,2009-10-07
13310,Retail,1049.46,Online,UK,2009-03-04
14573,Retail,606.44,Online,UK,2009-04-21
12653,Corporate,5577.47,Online,Germany,2009-03-18
15126,retail,,Online,EIRE,2009-12-24
13993,retail,522.87,Trade Show,UK,2009-09-05
17101,Corporate,13244.93,Online,UK,2009-08-12
13873,Retail,,Referral,UK,2009-05-27
15966,Retail,76.95,Referral,UK,2009-07-16
15791,Retail,170.36,Partner,UK,2009-10-30
17832,Retail,72.64,Online,UK,2009-09-24
17454,Retail,95.15,Online,UK,2009-01-10
14812,Retail,,Direct Sales,UK,2009-01-29
17128,Corporate,9661.31,Direct Sales,,2009-09-24
14208,Wholesale,4237.11,Online,UK,2009-02-03
14353,Retail,514.19,Direct Sales,,2009-03-10
17040,Wholesale,1172.85,Online,Germany,2009-10-07
13282,Wholesale,1249.36,Partner,Germany,2009-01-27
17831,corporate,7228.03,Referral,Netherlands,2009-10-20
12483,retail,737.48,Trade Show,UK,2009-11-09
18038,Retail,491.62,Trade Show,EIRE,2009-12-22
16999,Retail,650.17,Direct Sales,UK,2009-06-08
14735,Retail,422.06,Trade Show,,2009-08-06
15144,Wholesale,2382.04,Online,Germany,2009-10-19
14233,Retail,835.94,Online,UK,2009-01-01
18003,Corporate,10623.71,Online,UK,2009-05-07
17126,Wholesale,2920.72,Trade Show,Netherlands,2009-03-11
15591,retail,95.27,Referral,EIRE,2009-09-24
15087,Corporate,,Trade Show,France,2009-01-08
13144,corporate,7471.65,Partner,UK,2009-02-09
17900,Retail,96.59,Online,UK,2009-01-04
13374,Corporate,9083.46,Online,UK,2009-10-17
16313,Corporate,10620.92,Online,,2009-12-31
14883,Retail,112.02,Online,UK,2009-05-24
15466,Wholesale,3694.17,Direct Sales,UK,2009-10-22
16754,RETAIL,789.94,Online,UK,2009-02-11
12965,corporate,10573.37,Online,UK,2009-03-14
12870,Retail,293.89,Referral,Other Europe,2009-09-01
15058,Retail,784.97,Online,UK,2009-11-27
14223,Retail,1095.99,Referral,Germany,2009-08-12
16105,Retail,265.45,Referral,France,2009-11-23
15960,Retail,379.16,Partner,EIRE,2009-09-25
15872,Retail,,Online,UK,2009-04-05
13210,Retail,278.13,Online,UK,2009-03-08
14025,Corporate,9027.18,Online,EIRE,2009-05-06
16231,Retail,479.36,Referral,Germany,2009-11-14
18211,Corporate,,Online,Germany,2009-12-22
16986,Retail,1077.3,Trade Show,UK,2009-02-07
14697,Corporate,5763.47,Online,UK,2009-02-10
18030,Corporate,,Referral,UK,2009-08-05
13855,Retail,332.72,Online,EIRE,2009-04-05
16433,Corporate,2169.13,Partner,Netherlands,2009-08-08
14258,Retail,871.93,Direct Sales,EIRE,2009-10-14
15946,Retail,993.98,Referral,Other Europe,2009-03-06
12846,retail,827.86,Online,Germany,2009-02-24
13269,Retail,205.78,Online,UK,2009-02-27
13488,Retail,471.82,Direct Sales,Germany,2009-11-21
15756,Retail,,Referral,EIRE,2009-07-30
14662,Retail,431.77,Online,France,2009-07-01
15822,Corporate,7872.61,Direct Sales,,2009-04-29
14829,Retail,537.81,Online,Other Europe,2009-09-02
14839,Corporate,6453.68,Online,Germany,2009-03-09
15474,Retail,1107.76,Online,Germany,2009-03-18
16905,Wholesale,884.58,Direct Sales,Other Europe,2009-05-21
14892,Wholesale,1301.4,Online,UK,2009-04-10
12805,Retail,311.6,Referral,UK,2009-07-19
16275,Retail,94.86,Online,Germany,2009-12-02
14009,Wholesale,2938.28,Online,UK,2009-10-16
15425,Retail,456.49,Online,UK,2009-08-09
14165,Retail,1086.71,Partner,UK,2009-03-03
17354,Corporate,3550.53,Trade Show,UK,2009-06-02
13794,Retail,696.16,Online,UK,2009-08-14
12845,Corporate,9549.58,Referral,UK,2009-01-30
12692,Corporate,12655.8,Online,,2009-09-22
17336,Retail,109.76,Direct Sales,Germany,2009-03-15
18139,Wholesale,999.57,Direct Sales,UK,2009-01-17
13821,retail,1178.45,Referral,UK,2009-03-02
16512,Retail,,Online,UK,2009-07-05
15595,Retail,899.04,Online,UK,2009-04-06
13847,Wholesale,3703.24,Online,UK,2009-01-14
15196,Retail,913.97,Referral,France,2009-11-04
15483,Retail,714.26,Partner,UK,2009-04-21
13678,RETAIL,750.86,Referral,France,2009-09-24
14508,Corporate,12879.22,Referral,UK,2009-05-26
17911,Corporate,5534.19,Referral,Netherlands,2009-06-27
14379,Retail,1093.58,Partner,France,2009-12-14
13481,Retail,460.09,Direct Sales,UK,2009-03-15
13704,Corporate,6791.31,Online,UK,2009-03-08
13220,Corporate,9738.6,Online,UK,2009-12-16
14127,Retail,859.53,Online,UK,2009-09-02
17884,Wholesale,3456.06,Trade Show,UK,2009-07-02
16052,Retail,511.9,Referral,UK,2009-03-12
15151,Retail,563.79,Direct Sales,Other Europe,2009-07-07
13055,Retail,1012.47,Trade Show,UK,2009-07-16
12583,Retail,469.55,Partner,France,2009-03-30
14649,Wholesale,3600.08,Trade Show,UK,2009-02-11
18267,retail,1078.02,Direct Sales,UK,2009-06-30
16140,Retail,1027.04,Online,UK,2009-10-17
13773,Retail,428.79,Direct Sales,UK,2009-10-27
17738,Retail,59.91,Online,Other Europe,2009-09-17
16823,Retail,841.25,Direct Sales,UK,2009-04-27
14865,Corporate,8683.24,Online,EIRE,2009-05-04
16637,Retail,306.39,Online,UK,2009-06-12
16511,retail,821.38,Referral,UK,2009-05-23
16864,Corporate,2665.92,Online,UK,2009-04-19
15973,Wholesale,1036.8,Referral,UK,2009-05-02
17508,Retail,671.32,Direct Sales,UK,2009-11-05
12644,Retail,385.7,Partner,EIRE,2009-04-20
13805,Retail,607.74,Online,France,2009-05-27
16992,corporate,5391.04,Direct Sales,UK,2009-07-22
16202,Retail,530.87,Referral,UK,2009-08-15
17835,Retail,606.13,Direct Sales,UK,2009-06-05
17294,Retail,235.66,Trade Show,UK,2009-01-29
17145,Corporate,10212.39,Referral,UK,2009-07-16
17752,Wholesale,4735.19,Direct Sales,UK,2009-06-22
17715,Wholesale,4921.97,Trade Show,UK,2009-01-28
17525,Corporate,,Direct Sales,UK,2009-02-17
15627,retail,1134.68,Online,UK,2009-10-30
15434,Wholesale,2686.13,Direct Sales,UK,2009-01-28
14526,Retail,235.88,Trade Show,UK,2009-07-06
13626,Retail,,Referral,UK,2009-11-26
15225,Retail,254.1,Direct Sales,,2009-11-21
18193,Retail,98.53,Direct Sales,,2009-07-18
17607,Retail,401.0,Referral,UK,2009-08-13
15868,Retail,590.27,Direct Sales,,2009-05-09
13939,Retail,172.84,Online,UK,2009-05-29
13322,Retail,716.96,Referral,UK,2009-08-23
16435,Retail,95.49,Online,UK,2009-07-31
12401,Corporate,11676.79,Direct Sales,France,2009-10-25
12453,Corporate,14710.27,Referral,UK,2009-06-03
18179,Corporate,5140.82,Online,UK,2009-07-11
14338,Retail,897.31,Online,UK,2009-02-10
14425,Corporate,,Direct Sales,France,2009-05-10
15684,Corporate,3731.73,Trade Show,UK,2009-09-10
18146,Retail,1117.09,Referral,Netherlands,2009-12-16
18101,Retail,579.41,Referral,UK,2009-03-29
16591,Retail,209.8,Online,EIRE,2009-08-23
15602,Retail,79.64,Online,UK,2009-09-13
16505,Retail,904.24,Direct Sales,UK,2009-04-21
16253,Corporate,8365.37,Online,UK,2009-05-31
17241,Wholesale,927.49,Partner,France,2009-12-11
16559,Corporate,6115.83,Referral,EIRE,2009-05-11
15059,Corporate,13673.16,Online,UK,2009-07-11
16078,retail,,Referral,EIRE,2009-07-26
17544,RETAIL,,Direct Sales,,2009-07-25
13179,Retail,459.48,Trade Show,UK,2009-11-13
16344,Retail,1031.31,Referral,,2009-04-14
17720,Corporate,10894.72,Referral,UK,2009-06-13
17829,Corporate,12335.15,Trade Show,UK,2009-05-10
13290,Retail,513.2,Referral,UK,2009-07-18
16289,retail,753.4,Trade Show,UK,2009-01-16
14684,retail,,Trade Show,Other Europe,2009-06-29
15671,Wholesale,4696.72,Online,UK,2009-03-08
14159,Corporate,12702.55,Referral,UK,2009-06-19
16566,Corporate,12565.01,Online,UK,2009-02-13
16169,Retail,335.82,Partner,UK,2009-05-25
16740,Corporate,7132.08,Referral,UK,2009-02-01
14317,Retail,1172.42,Referral,UK,2009-02-13
15547,Retail,121.34,Online,Netherlands,2009-02-02
17378,Corporate,14529.63,Online,UK,2009-11-03
14632,Wholesale,2160.36,Referral,Netherlands,2009-11-19
17001,Retail,430.55,Online,UK,2009-07-07
16752,Wholesale,,Online,Netherlands,2009-06-27
16682,Corporate,11221.09,Online,Other Europe,2009-03-22
12849,RETAIL,288.64,Online,,2009-02-16
18034,Retail,375.79,Referral,France,2009-11-04
16811,Retail,634.56,Direct Sales,UK,2009-05-11
18148,Wholesale,4241.88,Online,UK,2009-08-11
15578,Retail,773.03,Direct Sales,Germany,2009-01-18
13956,Retail,53.47,Direct Sales,EIRE,2009-08-23
12722,Retail,581.72,Online,Other Europe,2009-06-13
13661,Corporate,2727.04,Online,France,2009-05-20
15278,Retail,,Partner,Netherlands,2009-04-07
17920,Retail,842.71,Direct Sales,UK,2009-10-14
15769,Retail,812.48,Partner,UK,2009-04-04
16469,Retail,,Direct Sales,Germany,2009-10-30
17860,corporate,7269.23,Direct Sales,UK,2009-01-25
16565,Retail,1108.87,Direct Sales,UK,2009-06-21
16709,Corporate,7405.64,Online,UK,2009-08-27
13500,Retail,,Online,UK,2009-02-01
18043,Retail,,Online,UK,2009-09-29
13264,Retail,591.4,Direct Sales,UK,2009-09-10
13172,Retail,675.13,Online,Germany,2009-09-21
15528,Retail,1067.77,Partner,UK,2009-02-24
18110,Retail,778.93,Online,France,2009-11-13
14312,Corporate,2403.89,Online,UK,2009-09-17
17577,Corporate,8933.21,Trade Show,France,2009-11-29
16805,Corporate,2592.61,Online,UK,2009-07-18
15330,Corporate,8953.35,Trade Show,UK,2009-02-13
15795,Retail,594.45,Online,UK,2009-08-27
12568,Retail,869.05,Partner,UK,2009-02-15
14322,Corporate,11120.35,Partner,,2009-12-12
18130,Wholesale,3966.54,Partner,UK,2009-05-11
15050,Retail,125.7,Online,,2009-07-06
13182,Retail,974.97,Online,UK,2009-08-04
15238,Corporate,14266.35,Online,France,2009-05-24
14099,Wholesale,1999.63,Partner,UK,2009-05-09
18241,Corporate,14170.12,Online,EIRE,2009-11-09
14661,Wholesale,4594.31,Trade Show,UK,2009-10-23
13801,Retail,975.77,Referral,UK,2009-12-29
14776,Retail,957.68,Partner,Netherlands,2009-10-20
15888,Retail,778.97,Trade Show,UK,2009-09-26
14646,Corporate,11063.13,Online,UK,2009-04-15
13446,Retail,896.94,Direct Sales,Germany,2009-10-26
14481,Retail,116.0,Direct Sales,,2009-05-11
14133,Retail,268.43,Online,UK,2009-06-01
13523,Retail,746.55,Online,UK,2009-06-02
15363,Retail,973.05,Online,Germany,2009-05-13
15096,Wholesale,3357.8,Trade Show,Germany,2009-04-10
18123,Retail,783.86,Online,,2009-09-05
17357,RETAIL,278.75,Online,UK,2009-02-02
16982,Retail,482.33,Referral,EIRE,2009-06-09
15485,Retail,1160.61,Online,Other Europe,2009-05-21
18248,corporate,3653.37,Partner,UK,2009-09-02
13294,Corporate,9752.5,Online,UK,2009-12-15
17609,Wholesale,,Online,,2009-05-07
14890,Corporate,7319.37,Partner,,2009-01-04
13822,Corporate,8882.66,Online,France,2009-04-10
14472,Retail,1119.69,Online,UK,2009-11-11
13471,Retail,1095.65,Trade Show,UK,2009-06-30
16258,Wholesale,4631.27,Partner,France,2009-05-11
15241,Retail,769.96,Trade Show,Germany,2009-12-18
14584,Corporate,6675.78,Online,Netherlands,2009-06-05
14184,corporate,11430.06,Referral,UK,2009-03-21
12702,Corporate,4923.53,Online,UK,2009-01-18
13907,Corporate,9803.27,Direct Sales,UK,2009-05-17
17912,retail,,Online,EIRE,2009-11-04
14752,Retail,1149.42,Partner,Netherlands,2009-08-01
14444,Retail,818.83,Direct Sales,UK,2009-12-17
12774,Retail,,Online,Germany,2009-12-15
14717,corporate,7147.18,Online,EIRE,2009-07-18
16096,Corporate,,Online,UK,2009-05-19
14849,Wholesale,1479.12,Online,UK,2009-09-23
16376,Retail,428.26,Online,UK,2009-11-12
16854,Retail,490.26,Trade Show,UK,2009-08-26
13748,Corporate,5535.98,Referral,UK,2009-10-17
14619,Corporate,,Trade Show,,2009-05-17
12931,Retail,492.3,Partner,EIRE,2009-10-25
12844,Retail,583.38,Online,Germany,2009-04-07
12582,Retail,,Online,,2009-09-18
13875,Retail,991.7,Direct Sales,UK,2009-05-20
17108,Wholesale,2422.41,Direct Sales,,2009-01-28
16046,retail,869.97,Referral,EIRE,2009-08-13
16293,Retail,699.28,Referral,UK,2009-12-28
15673,Wholesale,3090.8,Direct Sales,UK,2009-11-28
14337,Retail,162.71,Trade Show,UK,2009-02-11
16309,Retail,538.75,Referral,UK,2009-12-30
17217,Corporate,7914.44,Partner,UK,2009-04-26
12855,retail,127.33,Online,UK,2009-02-06
13139,corporate,14686.32,Online,UK,2009-11-02
15127,Retail,315.63,Online,UK,2009-10-30
17059,Retail,164.52,Referral,UK,2009-03-06
12456,Corporate,10808.95,Direct Sales,Germany,2009-02-05
17260,Wholesale,3015.32,Direct Sales,UK,2009-12-22
17774,Retail,567.44,Referral,Germany,2009-02-17
12591,Retail,85.45,Online,UK,2009-02-01
18201,Wholesale,3766.76,Direct Sales,Germany,2009-05-29
16626,RETAIL,841.24,Online,UK,2009-05-12
15395,Wholesale,3415.51,Partner,UK,2009-04-06
17149,Retail,607.59,Online,UK,2009-09-07
12478,Retail,950.37,Online,EIRE,2009-05-19
13963,Corporate,4474.96,Referral,UK,2009-09-10
14204,RETAIL,309.99,Direct Sales,France,2009-12-19
16726,Corporate,4131.11,Online,UK,2009-08-23
16890,Retail,1163.04,Referral,UK,2009-04-09
16142,Retail,449.94,Direct Sales,Germany,2009-09-23
15231,Retail,701.89,Referral,UK,2009-07-21
16951,Wholesale,1328.95,Online,UK,2009-01-02
18270,Corporate,9900.92,Direct Sales,Germany,2009-05-29
16073,Corporate,8080.86,Referral,UK,2009-11-01
15228,Corporate,6633.26,Online,EIRE,2009-09-19
13155,Wholesale,3643.79,Online,UK,2009-07-22
13236,Corporate,13337.38,Online,EIRE,2009-06-10
12631,Retail,191.97,Online,UK,2009-03-29
16620,Corporate,11509.45,Online,UK,2009-11-11
17056,corporate,5319.37,Referral,UK,2009-07-16
14028,Retail,148.21,Online,UK,2009-07-15
14516,corporate,9999.52,Trade Show,Germany,2009-02-21
15068,Retail,222.4,Online,Netherlands,2009-12-24
16678,Retail,222.34,Direct Sales,UK,2009-03-13
13107,Retail,255.89,Trade Show,UK,2009-07-09
15051,Retail,1001.4,Direct Sales,Germany,2009-06-09
14342,Corporate,,Online,Other Europe,2009-03-08
17262,Retail,648.63,Online,UK,2009-08-06
12925,Wholesale,4376.46,Online,Germany,2009-11-01
12553,Retail,,Referral,UK,2009-07-16
12420,Retail,281.9,Referral,Other Europe,2009-01-02
14567,Wholesale,1864.52,Direct Sales,UK,2009-10-12
15672,Wholesale,1844.93,Referral,UK,2009-11-14
18006,Wholesale,1585.92,Online,EIRE,2009-02-20
16862,Retail,850.49,Referral,UK,2009-04-23
16470,Wholesale,1380.13,Referral,UK,2009-09-06
13037,Corporate,3060.78,Referral,Germany,2009-08-09
18076,Wholesale,1243.16,Direct Sales,UK,2009-02-24
13650,Retail,374.21,Online,,2009-02-26
17848,RETAIL,1164.72,Direct Sales,EIRE,2009-06-05
17530,Retail,224.15,Direct Sales,France,2009-07-11
14638,Corporate,4456.09,Referral,UK,2009-08-22
16888,Wholesale,2322.51,Partner,UK,2009-11-24
15878,Wholesale,,Online,EIRE,2009-12-02
18243,Retail,85.72,Online,France,2009-02-26
17717,Retail,906.08,Direct Sales,UK,2009-03-27
14742,Retail,165.71,Referral,France,2009-10-15
16619,Retail,793.37,Online,UK,2009-11-05
14288,Retail,904.83,Direct Sales,UK,2009-08-28
13915,Wholesale,1098.85,Partner,Germany,2009-03-29
15454,Retail,1054.73,Referral,UK,2009-11-27
17069,Retail,281.76,Referral,Germany,2009-12-18
13124,Corporate,3286.59,Online,,2009-06-30
17593,Wholesale,4946.81,Direct Sales,UK,2009-05-02
16751,Retail,216.19,Partner,UK,2009-08-17
14837,Retail,756.31,Online,UK,2009-09-08
16687,Retail,94.38,Partner,UK,2009-12-31
13235,Corporate,7613.97,Online,France,2009-07-27
15444,Retail,420.69,Online,Germany,2009-10-08
18205,Wholesale,2045.05,Online,UK,2009-03-22
17086,Corporate,13106.5,Trade Show,Other Europe,2009-12-26
17279,Corporate,5019.55,Online,France,2009-11-04
12873,Corporate,,Online,UK,2009-07-07
16932,Retail,668.84,Online,Germany,2009-07-19
15781,Retail,619.23,Online,Germany,2009-08-31
16079,Retail,852.95,Referral,Other Europe,2009-05-03
17067,Retail,262.56,Direct Sales,Germany,2009-04-05
14575,Retail,135.59,Referral,,2009-11-14
15821,Retail,718.57,Direct Sales,Germany,2009-11-11
15611,Retail,377.99,Online,UK,2009-01-18
17031,Wholesale,3140.46,Online,,2009-02-07
14378,Corporate,12466.55,Direct Sales,UK,2009-01-23
16303,Retail,293.23,Referral,Germany,2009-04-28
13007,Wholesale,3172.8,Direct Sales,France,2009-09-02
16913,Retail,408.4,Trade Show,Germany,2009-10-24
14757,Retail,632.97,Referral,UK,2009-01-26
17562,Corporate,6553.08,Direct Sales,UK,2009-03-12
17148,Wholesale,1797.57,Referral,EIRE,2009-01-01
15542,Retail,1048.67,Referral,UK,2009-05-14
15337,Corporate,4712.47,Online,Germany,2009-06-28
12618,Corporate,,Partner,UK,2009-12-28
13062,Corporate,12937.64,Referral,UK,2009-07-23
16072,Corporate,,Online,UK,2009-08-09
16937,Corporate,9849.44,Online,UK,2009-09-13
15393,Wholesale,4666.9,Online,Other Europe,2009-04-30
12375,Corporate,14502.91,Online,UK,2009-12-11
16884,Retail,1113.36,Online,UK,2009-05-03
13242,Corporate,4954.39,Direct Sales,Netherlands,2009-08-01
17755,Retail,220.32,Trade Show,UK,2009-04-02
