ticket_id,customer_id,location_id,ticket_date,issue_category,priority,resolution_days,sla_breached,csat_score,status,is_abandoned,csat_responded
TKT-00283,18189,LOC_03,2011-09-22,General Enquiry,Low,1.4,0,5.0,Resolved,False,True
TKT-00284,17661,LOC_02,2010-12-03,Billing,Medium,5.0,1,3.0,Resolved,False,True
TKT-00285,17773,LOC_06,2011-11-05,Delivery,High,6.2,1,,Resolved,False,False
TKT-00286,13215,LOC_05,2011-10-06,General Enquiry,Medium,2.2,1,3.0,Resolved,False,True
TKT-00287,16931,LOC_08,2010-12-17,Account Access,Low,2.6,1,3.0,Open,False,True
TKT-00288,14737,LOC_06,2010-06-11,Account Access,Low,1.9,0,4.0,Escalated,False,True
TKT-00289,17271,LOC_02,2011-06-19,Billing,High,5.5,1,,Resolved,False,False
TKT-00290,17948,LOC_07,2010-07-19,Refund,Medium,,1,,Resolved,True,False
TKT-00291,16919,LOC_02,2011-09-19,Refund,Low,,1,,Resolved,True,False
TKT-00292,16596,LOC_05,2010-03-13,Billing,Medium,8.6,1,2.0,Resolved,False,True
TKT-00293,15527,LOC_01,2010-04-17,Account Access,High,2.6,1,,Open,False,False
TKT-00294,17590,LOC_01,2010-05-26,Delivery,Medium,2.5,1,2.0,Escalated,False,True
TKT-00295,18216,LOC_04,2010-11-08,Refund,High,5.2,1,1.0,Resolved,False,True
TKT-00296,15493,LOC_01,2011-12-07,Delivery,Medium,3.8,1,2.0,Resolved,False,True
TKT-00297,15416,LOC_03,2011-05-13,Billing,Medium,16.6,1,1.0,Resolved,False,True
TKT-00298,13409,LOC_03,2010-12-03,Product Defect,Medium,6.7,1,3.0,Resolved,False,True
TKT-00299,14723,LOC_07,2010-07-09,Delivery,High,,1,,Resolved,True,False
TKT-00300,15772,LOC_03,2010-12-21,Billing,Medium,7.7,1,3.0,Resolved,False,True
TKT-00301,12691,LOC_04,2011-05-25,Billing,High,6.4,1,1.0,Escalated,False,True
TKT-00302,15542,LOC_07,2011-02-24,Refund,Medium,6.9,1,2.0,Resolved,False,True
TKT-00303,16459,LOC_02,2011-05-09,Billing,High,5.4,1,1.0,Resolved,False,True
TKT-00304,17244,LOC_07,2010-10-16,Billing,Medium,10.2,1,1.0,Escalated,False,True
TKT-00305,15692,LOC_07,2010-10-11,General Enquiry,Medium,1.3,0,3.0,Escalated,False,True
TKT-00306,14606,LOC_08,2010-12-03,Billing,Low,4.7,1,,Resolved,False,False
TKT-00307,17638,LOC_03,2010-05-06,Delivery,High,3.2,1,3.0,Resolved,False,True
TKT-00308,15318,LOC_03,2011-10-27,Billing,Critical,13.9,1,3.0,Open,False,True
TKT-00309,14666,LOC_06,2010-09-25,General Enquiry,Medium,2.3,1,3.0,Open,False,True
TKT-00310,16531,LOC_01,2010-07-23,Product Defect,Low,6.2,1,2.0,Resolved,False,True
TKT-00311,14755,LOC_01,2011-10-14,Billing,Medium,6.1,1,1.0,Resolved,False,True
TKT-00312,14595,LOC_03,2010-08-26,Account Access,Low,5.5,1,3.0,Resolved,False,True
TKT-00313,14467,LOC_06,2010-01-22,Account Access,Low,3.5,1,3.0,Resolved,False,True
TKT-00314,18044,LOC_01,2010-01-18,General Enquiry,Low,2.0,0,4.0,Resolved,False,True
TKT-00315,14871,LOC_05,2010-01-13,Account Access,Medium,2.9,1,3.0,Resolved,False,True
TKT-00316,12711,LOC_02,2011-02-21,Billing,High,5.6,1,3.0,Resolved,False,True
TKT-00317,17303,LOC_06,2011-12-06,Refund,Low,5.6,1,3.0,Open,False,True
TKT-00318,13633,LOC_04,2010-12-22,Delivery,Critical,5.1,1,3.0,Escalated,False,True
TKT-00319,14460,LOC_01,2011-07-13,Account Access,Medium,2.0,0,4.0,Resolved,False,True
TKT-00320,12731,LOC_02,2011-08-01,Refund,Critical,8.1,1,3.0,Resolved,False,True
TKT-00321,12830,LOC_02,2011-02-25,Account Access,Low,1.6,0,4.0,Resolved,False,True
TKT-00322,15245,LOC_02,2010-06-05,Billing,Medium,6.5,1,2.0,Open,False,True
TKT-00323,17486,LOC_04,2010-11-08,Product Defect,Medium,5.8,1,3.0,Resolved,False,True
TKT-00324,18269,LOC_08,2011-01-09,Product Defect,Medium,7.1,1,1.0,Open,False,True
TKT-00325,13115,LOC_06,2010-10-02,General Enquiry,Critical,2.5,1,2.0,Resolved,False,True
TKT-00326,17638,LOC_07,2011-09-25,Billing,High,10.2,1,1.0,Resolved,False,True
TKT-00327,16083,LOC_08,2010-08-11,Account Access,High,,1,,Escalated,True,False
TKT-00328,12538,LOC_04,2011-10-06,Billing,Low,9.4,1,1.0,Resolved,False,True
TKT-00329,12790,LOC_02,2011-02-18,Billing,Medium,5.4,1,1.0,Resolved,False,True
TKT-00330,15818,LOC_08,2011-01-18,Delivery,Low,2.4,1,2.0,Open,False,True
TKT-00331,18139,LOC_06,2011-11-11,Account Access,High,2.7,1,2.0,Open,False,True
TKT-00332,12523,LOC_08,2010-04-14,Refund,Medium,3.4,1,2.0,Resolved,False,True
TKT-00333,13124,LOC_06,2010-06-17,Refund,Critical,5.4,1,2.0,Escalated,False,True
TKT-00334,14318,LOC_07,2011-09-17,Account Access,Medium,2.1,1,4.0,Resolved,False,True
TKT-00335,16658,LOC_07,2010-10-01,Delivery,Low,11.1,1,1.0,Open,False,True
TKT-00336,16529,LOC_07,2011-07-18,Refund,Critical,12.7,1,1.0,Resolved,False,True
TKT-00337,16524,LOC_05,2011-09-20,Refund,High,6.4,1,2.0,Resolved,False,True
TKT-00338,18161,LOC_04,2011-03-15,Refund,Medium,4.1,1,4.0,Resolved,False,True
TKT-00339,16697,LOC_07,2011-10-24,Refund,High,5.1,1,1.0,Resolved,False,True
TKT-00340,17235,LOC_07,2011-10-11,Delivery,Critical,7.3,1,2.0,Resolved,False,True
TKT-00341,15584,LOC_03,2011-01-12,General Enquiry,High,2.9,1,4.0,Open,False,True
TKT-00342,16006,LOC_04,2011-06-26,General Enquiry,Critical,2.5,1,3.0,Escalated,False,True
TKT-00343,16517,LOC_05,2011-08-20,Refund,Low,9.0,1,3.0,Resolved,False,True
TKT-00344,18087,LOC_01,2011-09-09,Product Defect,Medium,3.5,1,2.0,Resolved,False,True
TKT-00345,15912,LOC_02,2010-08-09,Refund,High,8.5,1,2.0,Resolved,False,True
TKT-00346,12362,LOC_02,2011-09-08,Billing,Medium,,1,,Resolved,True,False
TKT-00347,17582,LOC_07,2010-06-23,Delivery,Medium,7.0,1,2.0,Resolved,False,True
TKT-00348,13163,LOC_03,2011-04-22,General Enquiry,Critical,2.3,1,3.0,Open,False,True
TKT-00349,16951,LOC_04,2011-10-15,Refund,Low,6.9,1,2.0,Resolved,False,True
TKT-00350,14252,LOC_07,2010-07-03,Refund,Medium,7.3,1,,Resolved,False,False
TKT-00351,14661,LOC_02,2011-12-03,General Enquiry,Medium,2.2,1,,Resolved,False,False
TKT-00352,17203,LOC_01,2010-01-05,General Enquiry,Medium,1.1,0,3.0,Resolved,False,True
TKT-00353,13785,LOC_08,2011-01-11,Refund,Medium,9.0,1,3.0,Open,False,True
TKT-00354,16076,LOC_06,2011-07-04,Delivery,High,2.5,1,3.0,Escalated,False,True
TKT-00355,14722,LOC_02,2011-12-02,Billing,Critical,7.0,1,3.0,Resolved,False,True
TKT-00356,12740,LOC_07,2011-12-18,General Enquiry,Medium,1.1,0,4.0,Open,False,True
TKT-00357,14891,LOC_07,2010-02-08,General Enquiry,Medium,4.2,1,3.0,Resolved,False,True
TKT-00358,12923,LOC_07,2011-11-07,Product Defect,High,5.9,1,,Resolved,False,False
TKT-00359,13927,LOC_03,2010-12-07,Billing,Critical,7.5,1,1.0,Escalated,False,True
TKT-00360,17000,LOC_03,2011-09-24,Refund,Low,7.3,1,,Resolved,False,False
TKT-00361,14739,LOC_06,2010-11-07,Delivery,Medium,4.9,1,3.0,Resolved,False,True
TKT-00362,17545,LOC_03,2011-01-27,Billing,Medium,8.8,1,2.0,Open,False,True
TKT-00363,17105,LOC_01,2010-06-16,General Enquiry,Medium,1.7,0,,Escalated,False,False
TKT-00364,14290,LOC_01,2011-11-08,Delivery,Low,5.8,1,1.0,Resolved,False,True
TKT-00365,13714,LOC_05,2010-05-12,Account Access,Critical,4.0,1,,Resolved,False,False
TKT-00366,17411,LOC_03,2010-06-03,Product Defect,Low,12.4,1,2.0,Resolved,False,True
TKT-00367,17934,LOC_01,2011-01-12,Account Access,Medium,4.9,1,3.0,Resolved,False,True
TKT-00368,16430,LOC_07,2010-12-02,Account Access,Low,3.4,1,3.0,Resolved,False,True
TKT-00369,13223,LOC_03,2010-07-05,Billing,High,6.8,1,2.0,Resolved,False,True
TKT-00370,13419,LOC_03,2011-11-03,Product Defect,Medium,10.6,1,1.0,Resolved,False,True
TKT-00371,14761,LOC_06,2011-11-19,Delivery,Low,2.7,1,2.0,Resolved,False,True
TKT-00372,16248,LOC_04,2010-08-03,Account Access,Low,2.0,0,4.0,Resolved,False,True
TKT-00373,13600,LOC_06,2011-10-15,Refund,Medium,6.3,1,,Open,False,False
TKT-00374,18039,LOC_01,2010-06-04,Delivery,High,4.7,1,3.0,Escalated,False,True
TKT-00375,14870,LOC_01,2010-01-14,Delivery,Critical,6.6,1,2.0,Escalated,False,True
TKT-00376,17901,LOC_05,2010-09-15,Billing,Medium,8.6,1,3.0,Resolved,False,True
TKT-00377,15574,LOC_08,2011-09-24,Delivery,Medium,4.5,1,3.0,Resolved,False,True
TKT-00378,14541,LOC_03,2010-12-11,Account Access,Medium,4.2,1,,Resolved,False,False
TKT-00379,15258,LOC_06,2010-11-25,Refund,Medium,8.6,1,2.0,Resolved,False,True
TKT-00380,12553,LOC_02,2010-08-09,Delivery,Medium,3.8,1,3.0,Open,False,True
TKT-00381,16807,LOC_03,2010-12-01,Account Access,Medium,2.1,1,3.0,Resolved,False,True
TKT-00382,15020,LOC_01,2011-02-03,Product Defect,Medium,,1,,Resolved,True,False
TKT-00383,15743,LOC_07,2010-06-03,Account Access,High,7.6,1,,Resolved,False,False
TKT-00384,17200,LOC_03,2010-11-03,Account Access,High,3.1,1,2.0,Resolved,False,True
TKT-00385,12900,LOC_02,2011-03-17,Account Access,Critical,3.8,1,3.0,Resolved,False,True
TKT-00386,14882,LOC_07,2011-02-17,Account Access,Medium,,1,,Resolved,True,False
TKT-00387,15719,LOC_02,2011-02-22,Refund,Low,5.5,1,3.0,Open,False,True
TKT-00388,17322,LOC_02,2011-11-13,Account Access,Medium,3.2,1,4.0,Resolved,False,True
TKT-00389,17675,LOC_01,2010-06-18,Account Access,High,,1,,Resolved,True,False
TKT-00390,17038,LOC_08,2011-03-27,Billing,Critical,8.4,1,2.0,Resolved,False,True
TKT-00391,18137,LOC_02,2010-10-15,Delivery,Low,4.1,1,2.0,Resolved,False,True
TKT-00392,17963,LOC_08,2011-08-07,Billing,High,9.9,1,1.0,Escalated,False,True
TKT-00393,12728,LOC_02,2010-12-18,Billing,Medium,8.9,1,1.0,Resolved,False,True
TKT-00394,17093,LOC_01,2010-05-18,Account Access,Medium,3.0,1,3.0,Resolved,False,True
TKT-00395,15668,LOC_07,2010-09-24,General Enquiry,Low,2.6,1,,Resolved,False,False
TKT-00396,15212,LOC_05,2010-03-15,Refund,High,7.0,1,2.0,Resolved,False,True
TKT-00397,16365,LOC_03,2010-02-07,General Enquiry,Medium,1.9,0,3.0,Resolved,False,True
TKT-00398,13922,LOC_04,2011-12-22,Delivery,Medium,5.0,1,2.0,Resolved,False,True
TKT-00399,13346,LOC_02,2010-08-09,Account Access,Medium,3.8,1,3.0,Resolved,False,True
TKT-00400,12605,LOC_05,2011-12-10,Delivery,Low,5.7,1,2.0,Escalated,False,True
TKT-00401,12654,LOC_05,2010-11-04,General Enquiry,High,0.5,0,4.0,Escalated,False,True
TKT-00402,12989,LOC_01,2011-12-25,Account Access,Low,3.8,1,3.0,Resolved,False,True
TKT-00403,16150,LOC_08,2010-11-07,General Enquiry,High,1.3,0,4.0,Resolved,False,True
TKT-00404,16992,LOC_04,2011-07-13,Account Access,Medium,4.9,1,2.0,Resolved,False,True
TKT-00405,17568,LOC_02,2010-08-17,Delivery,Low,,1,,Resolved,True,False
TKT-00406,15748,LOC_03,2011-04-04,Billing,High,10.1,1,2.0,Resolved,False,True
TKT-00407,16164,LOC_07,2011-09-10,General Enquiry,High,2.4,1,3.0,Escalated,False,True
TKT-00408,13076,LOC_03,2010-08-10,Refund,Low,7.2,1,3.0,Open,False,True
TKT-00409,17045,LOC_05,2011-11-01,General Enquiry,Medium,2.0,0,5.0,Resolved,False,True
TKT-00410,17102,LOC_08,2011-05-24,Delivery,Low,,1,,Open,True,False
TKT-00411,14640,LOC_06,2011-01-19,Billing,High,6.0,1,3.0,Open,False,True
TKT-00412,17717,LOC_06,2011-10-03,Billing,Critical,8.4,1,2.0,Resolved,False,True
TKT-00413,14943,LOC_02,2010-12-12,Refund,Medium,4.8,1,3.0,Resolved,False,True
TKT-00414,12646,LOC_06,2011-11-08,Billing,Medium,7.3,1,2.0,Resolved,False,True
TKT-00415,17622,LOC_03,2011-04-21,Account Access,High,3.6,1,3.0,Resolved,False,True
TKT-00416,17704,LOC_08,2011-01-24,Product Defect,Medium,5.3,1,2.0,Open,False,True
TKT-00417,13997,LOC_01,2010-02-12,Refund,Medium,6.7,1,2.0,Open,False,True
TKT-00418,18194,LOC_03,2011-05-10,Account Access,Low,6.1,1,1.0,Resolved,False,True
TKT-00419,16258,LOC_01,2010-04-05,Delivery,Medium,4.0,1,3.0,Resolved,False,True
TKT-00420,17495,LOC_03,2011-12-23,Product Defect,Medium,4.7,1,4.0,Resolved,False,True
TKT-00421,15200,LOC_01,2011-02-10,Account Access,Low,3.3,1,2.0,Resolved,False,True
TKT-00422,13870,LOC_07,2011-12-17,General Enquiry,Low,4.3,1,3.0,Resolved,False,True
TKT-00423,17677,LOC_08,2010-09-14,Delivery,Medium,6.8,1,2.0,Resolved,False,True
TKT-00424,14021,LOC_06,2011-11-24,Refund,Medium,5.3,1,1.0,Resolved,False,True
TKT-00425,16563,LOC_01,2010-07-27,General Enquiry,Low,1.2,0,3.0,Resolved,False,True
TKT-00426,14950,LOC_03,2010-09-15,Refund,Low,7.4,1,3.0,Resolved,False,True
TKT-00427,17453,LOC_08,2011-07-24,General Enquiry,Low,2.3,1,3.0,Resolved,False,True
TKT-00428,14406,LOC_01,2010-12-19,General Enquiry,Critical,,1,,Resolved,True,False
TKT-00429,14912,LOC_05,2010-11-11,General Enquiry,Low,2.1,1,3.0,Resolved,False,True
TKT-00430,17179,LOC_03,2010-12-06,Account Access,High,1.9,0,3.0,Resolved,False,True
TKT-00431,13090,LOC_08,2010-06-04,Refund,Medium,6.5,1,1.0,Open,False,True
TKT-00432,12794,LOC_03,2010-10-10,Billing,Medium,12.5,1,1.0,Open,False,True
TKT-00433,17101,LOC_01,2011-12-01,Delivery,Critical,6.6,1,1.0,Resolved,False,True
TKT-00434,14817,LOC_06,2011-01-10,Delivery,Medium,,1,,Resolved,True,False
TKT-00435,17131,LOC_03,2011-11-03,Billing,High,6.9,1,1.0,Resolved,False,True
TKT-00436,12607,LOC_06,2011-06-16,Billing,Medium,7.2,1,,Resolved,False,False
TKT-00437,17079,LOC_01,2011-05-13,Delivery,Critical,6.7,1,1.0,Resolved,False,True
TKT-00438,14473,LOC_04,2010-08-11,Billing,Low,,1,,Resolved,True,False
TKT-00439,14369,LOC_03,2011-07-06,Billing,Medium,12.9,1,2.0,Resolved,False,True
TKT-00440,15216,LOC_04,2011-04-01,Billing,Critical,7.5,1,1.0,Resolved,False,True
TKT-00441,16492,LOC_07,2011-12-03,Product Defect,Medium,10.0,1,2.0,Open,False,True
TKT-00442,12504,LOC_08,2010-12-13,Account Access,Critical,3.5,1,3.0,Resolved,False,True
TKT-00443,13934,LOC_07,2010-07-26,Account Access,High,6.1,1,3.0,Resolved,False,True
TKT-00444,15965,LOC_07,2011-11-02,General Enquiry,Medium,1.0,0,5.0,Resolved,False,True
TKT-00445,17651,LOC_04,2011-10-03,Account Access,Low,1.2,0,,Open,False,False
TKT-00446,16956,LOC_01,2011-12-03,Delivery,Low,3.4,1,3.0,Resolved,False,True
TKT-00447,15863,LOC_06,2010-08-18,Account Access,Low,2.1,1,4.0,Resolved,False,True
TKT-00448,16000,LOC_01,2011-09-21,Account Access,Medium,3.7,1,,Resolved,False,False
TKT-00449,16431,LOC_02,2010-01-14,Refund,Critical,8.4,1,2.0,Resolved,False,True
TKT-00450,14309,LOC_06,2010-08-18,Account Access,Medium,1.1,0,,Escalated,False,False
TKT-00451,13574,LOC_06,2011-11-12,Billing,Medium,8.5,1,2.0,Resolved,False,True
TKT-00452,13781,LOC_03,2011-03-05,Refund,Low,12.7,1,2.0,Escalated,False,True
TKT-00453,15123,LOC_07,2011-11-06,Product Defect,Medium,11.2,1,,Resolved,False,False
TKT-00454,13337,LOC_08,2011-11-20,Account Access,Medium,3.0,1,2.0,Resolved,False,True
TKT-00455,16530,LOC_04,2011-03-17,Billing,High,,1,,Escalated,True,False
TKT-00456,17886,LOC_06,2011-12-01,Delivery,Medium,3.5,1,,Escalated,False,False
TKT-00457,14245,LOC_03,2010-12-01,Refund,High,11.4,1,1.0,Escalated,False,True
TKT-00458,12861,LOC_08,2011-04-21,General Enquiry,High,2.8,1,,Open,False,False
TKT-00459,15944,LOC_03,2011-02-07,Billing,Low,9.1,1,,Resolved,False,False
TKT-00460,14148,LOC_07,2011-06-24,Account Access,Low,4.4,1,3.0,Resolved,False,True
TKT-00461,15948,LOC_08,2011-04-13,Delivery,Low,6.9,1,2.0,Resolved,False,True
TKT-00462,12476,LOC_06,2010-03-13,Billing,Medium,9.2,1,,Resolved,False,False
TKT-00463,15928,LOC_07,2010-12-21,Delivery,Low,5.5,1,1.0,Resolved,False,True
TKT-00464,17836,LOC_04,2010-12-06,Refund,Medium,5.1,1,2.0,Resolved,False,True
TKT-00465,14210,LOC_08,2011-11-22,Account Access,Low,2.3,1,2.0,Resolved,False,True
TKT-00466,15509,LOC_07,2010-01-26,Refund,Medium,9.0,1,,Resolved,False,False
TKT-00467,17771,LOC_03,2010-09-12,Product Defect,Low,6.2,1,2.0,Open,False,True
TKT-00468,16619,LOC_01,2011-10-06,Delivery,Medium,3.8,1,3.0,Open,False,True
TKT-00469,14333,LOC_04,2011-11-13,Delivery,Critical,5.6,1,2.0,Open,False,True
TKT-00470,17599,LOC_07,2011-05-24,Account Access,Medium,2.0,0,3.0,Resolved,False,True
TKT-00471,17135,LOC_07,2011-03-27,Billing,Medium,,1,,Resolved,True,False
TKT-00472,13553,LOC_07,2010-12-16,Billing,High,10.5,1,2.0,Resolved,False,True
TKT-00473,17388,LOC_02,2010-12-08,Account Access,Low,2.4,1,3.0,Resolved,False,True
TKT-00474,13178,LOC_03,2010-02-27,General Enquiry,Low,0.9,0,5.0,Open,False,True
TKT-00475,16700,LOC_05,2010-09-04,Billing,Critical,,1,,Resolved,True,False
TKT-00476,17245,LOC_06,2011-12-20,Refund,High,6.6,1,,Resolved,False,False
TKT-00477,12493,LOC_03,2011-02-11,Delivery,Low,9.4,1,,Resolved,False,False
TKT-00478,14671,LOC_06,2011-07-05,Billing,Medium,7.3,1,2.0,Resolved,False,True
TKT-00479,14633,LOC_05,2011-01-16,Account Access,Medium,4.4,1,2.0,Resolved,False,True
TKT-00480,14935,LOC_05,2011-05-01,Product Defect,Critical,7.0,1,3.0,Resolved,False,True
TKT-00481,16675,LOC_06,2010-04-15,Billing,Medium,8.4,1,2.0,Resolved,False,True
TKT-00482,15741,LOC_05,2010-06-06,General Enquiry,Low,1.6,0,4.0,Resolved,False,True
TKT-00483,14773,LOC_02,2010-03-05,Refund,Medium,4.9,1,3.0,Resolved,False,True
TKT-00484,14689,LOC_07,2010-04-16,Account Access,Low,5.3,1,1.0,Resolved,False,True
TKT-00485,13832,LOC_02,2011-02-26,Product Defect,Medium,6.0,1,1.0,Resolved,False,True
TKT-00486,16649,LOC_07,2011-12-20,Billing,Low,8.8,1,2.0,Resolved,False,True
TKT-00487,16350,LOC_02,2010-04-21,Product Defect,Medium,6.9,1,,Resolved,False,False
TKT-00488,17166,LOC_06,2010-07-20,Delivery,Medium,3.3,1,3.0,Resolved,False,True
TKT-00489,16672,LOC_07,2010-11-26,Delivery,High,4.1,1,3.0,Resolved,False,True
TKT-00490,17514,LOC_01,2010-07-01,Refund,Medium,4.6,1,3.0,Resolved,False,True
TKT-00491,12776,LOC_08,2010-12-12,Billing,Medium,,1,,Resolved,True,False
TKT-00492,17393,LOC_01,2010-09-13,Delivery,High,2.1,1,,Resolved,False,False
TKT-00493,15726,LOC_01,2010-01-04,Refund,Medium,7.2,1,1.0,Resolved,False,True
TKT-00494,16822,LOC_07,2011-04-17,Account Access,Low,3.8,1,4.0,Resolved,False,True
TKT-00495,14832,LOC_06,2010-11-10,Refund,Low,,1,,Resolved,True,False
TKT-00496,14921,LOC_01,2010-03-22,General Enquiry,Low,2.6,1,2.0,Escalated,False,True
TKT-00497,12899,LOC_08,2011-04-15,General Enquiry,Low,1.2,0,4.0,Resolved,False,True
TKT-00498,13382,LOC_06,2011-10-02,General Enquiry,Critical,0.7,0,5.0,Resolved,False,True
TKT-00499,13844,LOC_01,2011-11-23,Account Access,Low,3.6,1,2.0,Open,False,True
TKT-00500,16528,LOC_07,2011-11-11,Refund,Low,,1,,Resolved,True,False
TKT-00501,16525,LOC_04,2010-03-05,Billing,Medium,5.3,1,2.0,Resolved,False,True
TKT-00502,12439,LOC_03,2010-02-26,Refund,Low,4.3,1,,Resolved,False,False
TKT-00503,13201,LOC_07,2010-08-20,Refund,Low,8.1,1,2.0,Resolved,False,True
TKT-00504,17982,LOC_07,2010-11-14,Product Defect,Medium,8.4,1,,Resolved,False,False
TKT-00505,16182,LOC_05,2010-12-27,Delivery,Critical,4.1,1,3.0,Open,False,True
TKT-00506,15803,LOC_07,2010-04-18,Refund,Low,9.9,1,2.0,Resolved,False,True
TKT-00507,17393,LOC_07,2010-07-20,General Enquiry,Low,2.5,1,3.0,Resolved,False,True
TKT-00508,14859,LOC_02,2011-03-24,Delivery,High,4.4,1,4.0,Resolved,False,True
TKT-00509,14153,LOC_07,2010-06-14,Delivery,Low,5.5,1,,Resolved,False,False
TKT-00510,15985,LOC_03,2011-02-18,Refund,Medium,11.1,1,2.0,Resolved,False,True
TKT-00511,16653,LOC_03,2011-04-06,Billing,Low,9.7,1,3.0,Resolved,False,True
TKT-00512,15480,LOC_08,2010-12-09,Account Access,High,2.7,1,3.0,Resolved,False,True
TKT-00513,12817,LOC_07,2010-10-15,Refund,High,12.4,1,,Escalated,False,False
TKT-00514,14913,LOC_03,2011-09-14,Delivery,Low,9.5,1,3.0,Resolved,False,True
TKT-00515,12631,LOC_05,2010-09-16,Account Access,Critical,1.5,0,5.0,Resolved,False,True
TKT-00516,14602,LOC_04,2010-05-03,Delivery,Medium,5.1,1,2.0,Resolved,False,True
TKT-00517,15593,LOC_01,2011-12-12,Account Access,High,1.6,0,4.0,Resolved,False,True
TKT-00518,14298,LOC_07,2010-10-09,Billing,High,16.6,1,2.0,Resolved,False,True
TKT-00519,13111,LOC_07,2011-10-20,Product Defect,Medium,4.2,1,,Resolved,False,False
TKT-00520,16728,LOC_07,2010-05-04,Delivery,High,3.6,1,3.0,Resolved,False,True
TKT-00521,16130,LOC_05,2011-07-19,Account Access,Low,4.6,1,3.0,Escalated,False,True
TKT-00522,17210,LOC_02,2011-07-26,Account Access,Low,1.6,0,4.0,Resolved,False,True
TKT-00523,15881,LOC_07,2011-12-04,Account Access,Medium,5.5,1,1.0,Resolved,False,True
TKT-00524,13326,LOC_03,2010-12-25,Refund,Low,5.8,1,3.0,Resolved,False,True
TKT-00525,17941,LOC_01,2010-07-05,Account Access,Critical,3.2,1,3.0,Escalated,False,True
TKT-00526,12949,LOC_08,2011-12-17,Product Defect,Critical,7.9,1,1.0,Open,False,True
TKT-00527,17799,LOC_07,2011-12-01,Refund,Low,9.1,1,3.0,Resolved,False,True
TKT-00528,13708,LOC_05,2010-01-11,Billing,Medium,9.4,1,1.0,Resolved,False,True
TKT-00529,13398,LOC_01,2011-12-02,General Enquiry,Medium,2.3,1,4.0,Resolved,False,True
TKT-00530,17674,LOC_02,2011-10-14,Refund,Medium,6.1,1,,Resolved,False,False
TKT-00531,13435,LOC_04,2011-12-16,General Enquiry,High,1.5,0,,Resolved,False,False
TKT-00532,18177,LOC_05,2011-12-23,Account Access,Medium,1.4,0,5.0,Open,False,True
TKT-00533,15162,LOC_06,2010-06-24,Delivery,Medium,4.6,1,,Open,False,False
TKT-00534,16896,LOC_07,2010-10-07,Delivery,Medium,8.5,1,,Resolved,False,False
TKT-00535,14596,LOC_05,2010-09-18,Account Access,Low,4.0,1,3.0,Resolved,False,True
TKT-00536,12862,LOC_06,2011-05-12,Billing,Low,7.0,1,2.0,Resolved,False,True
TKT-00537,13271,LOC_07,2011-07-24,Billing,Low,14.2,1,,Escalated,False,False
TKT-00538,13038,LOC_06,2010-11-23,Billing,High,5.1,1,1.0,Resolved,False,True
TKT-00539,17527,LOC_08,2010-09-24,Delivery,Low,6.8,1,3.0,Resolved,False,True
TKT-00540,15633,LOC_07,2010-04-24,Billing,Critical,13.6,1,,Resolved,False,False
TKT-00541,12456,LOC_02,2010-12-08,Account Access,Low,4.5,1,,Resolved,False,False
TKT-00542,15197,LOC_08,2010-12-17,Product Defect,Medium,4.9,1,,Open,False,False
TKT-00543,16142,LOC_02,2010-12-26,Delivery,Low,6.1,1,1.0,Escalated,False,True
TKT-00544,17471,LOC_08,2011-07-20,Refund,Critical,8.2,1,,Escalated,False,False
TKT-00545,16136,LOC_06,2010-07-03,Billing,Low,4.6,1,3.0,Open,False,True
TKT-00546,15326,LOC_05,2010-11-13,Account Access,Medium,1.6,0,3.0,Resolved,False,True
TKT-00547,17097,LOC_03,2010-11-25,Product Defect,Critical,7.3,1,2.0,Open,False,True
TKT-00548,18001,LOC_01,2010-04-05,Billing,Low,4.2,1,4.0,Escalated,False,True
TKT-00549,12728,LOC_01,2011-11-13,Delivery,Medium,5.1,1,3.0,Resolved,False,True
TKT-00550,13444,LOC_07,2010-09-18,Account Access,Medium,6.8,1,2.0,Resolved,False,True
TKT-00551,14260,LOC_03,2011-04-27,Billing,Medium,10.0,1,1.0,Escalated,False,True
TKT-00552,18228,LOC_05,2011-07-18,General Enquiry,Medium,1.5,0,4.0,Resolved,False,True
TKT-00553,18134,LOC_08,2010-10-16,General Enquiry,Medium,1.6,0,3.0,Resolved,False,True
TKT-00554,12786,LOC_02,2010-05-26,Account Access,Low,2.2,1,4.0,Resolved,False,True
TKT-00555,17243,LOC_07,2010-06-15,Billing,High,10.4,1,1.0,Resolved,False,True
TKT-00556,13174,LOC_04,2011-09-13,Delivery,Medium,4.1,1,,Resolved,False,False
TKT-00557,17660,LOC_02,2010-10-10,Delivery,Medium,2.7,1,4.0,Resolved,False,True
TKT-00558,14118,LOC_07,2011-11-04,Billing,Critical,8.4,1,1.0,Escalated,False,True
TKT-00559,17697,LOC_06,2010-09-14,General Enquiry,Medium,1.7,0,,Open,False,False
TKT-00560,12571,LOC_01,2011-03-26,Billing,High,4.9,1,3.0,Resolved,False,True
TKT-00561,14851,LOC_04,2010-07-03,Delivery,High,3.1,1,4.0,Resolved,False,True
